restart|negative
restarting|negative
restarted|negative
spam|negative
spams|negative
spaming|negative
spamming|negative
spammed|negative
spamed|negative
reboot|negative
rebooting|negative
mis-billed|negative
miss-billed|negative
abusing|negative
accommodate|positive|positive|
accomplish|positive|positive|
accord|positive|positive|
accrue|positive|positive|
achieve|positive|positive|
acknowledge|positive|positive|
acquaint|positive|positive|
acquit|positive|positive|
admire|positive|positive|
admit|neutral|positive|VH
adore|positive|positive|
adorn|positive|positive|
adulate|positive|positive|
advance|positive|positive|
advocate|neutral|positive|VH
affiliate|neutral|positive|VH
affirm|neutral|positive|VH
affix|positive|positive|
afford|positive|positive|
agree|positive|positive|
aid|positive|positive|
allay|positive|positive|
alleviate|positive|positive|
allied|positive|positive|
allow|neutral|positive|VH
allure|positive|positive|
amaze|positive|positive|
ameliorate|positive|positive|
amuse|positive|positive|
anoint|positive|positive|
appeal|positive|positive|
appease|positive|positive|
append|positive|positive|
applaud|positive|positive|
appoint|positive|positive|
appreciate|positive|positive|
approach|positive|positive|
approve|positive|positive|
arbitrate|neutral|positive|VH
arouse|positive|positive|
ascribe|positive|positive|
aspire|positive|positive|
assent|positive|positive|
assist|neutral|positive|VH
associate|neutral|positive|VH
assuage|positive|positive|
assure|positive|positive|
stop|negative
astonish|positive|positive|
astound|positive|positive|
attain|positive|positive|
attend|positive|positive|
attest|positive|positive|
attract|positive|positive|
augment|positive|positive|
aver|positive|positive|
award|positive|positive|
awe|positive|positive|
back|positive|positive|
baptize|positive|positive|
bargain|positive|positive|
bask|positive|positive|
beatify|positive|positive|
beautify|positive|positive|
befit|positive|positive|
befriend|positive|positive|
benefit|positive|positive|
bequeath|positive|positive|
bestow|positive|positive|
betroth|positive|positive|
better|positive|positive|
bless|positive|positive|
bloom|positive|positive|
blossom|positive|positive|
boast|positive|positive|
bolster|positive|positive|
boost|positive|positive|
brave|positive|positive|
brook|positive|positive|
call|neutral|positive|VH
calm|positive|positive|
capitalize|positive|positive|
captivate|positive|positive|
care|positive|positive|
caress|positive|positive|
celebrate|positive|positive|
charm|positive|positive|
cheer|positive|positive|
cherish|positive|positive|
civilize|positive|positive|
clarify|positive|positive|
clean|positive|positive|
cleanse|positive|positive|
clear|positive|positive|
coax|positive|positive|
coddle|positive|positive|
cohere|positive|positive|
collaborate|positive|positive|
comfort|positive|positive|
commemorate|positive|positive|
commend|positive|positive|
communicate|positive|positive|
compensate|positive|positive|
complement|positive|positive|
complete|positive|positive|
compliment|positive|positive|
compromise|positive|positive|
conciliate|positive|positive|
concur|positive|positive|
condone|positive|positive|
confer|positive|positive|
confute|positive|positive|
congratulate|positive|positive|
congregate|positive|positive|
conjure|positive|positive|
connect|positive|positive|
conquer|positive|positive|
consent|positive|positive|
conserve|positive|positive|
consign|positive|positive|
console|positive|positive|
consolidate|positive|positive|
consult|positive|positive|
consummate|positive|positive|
contact|neutral|positive|
content|positive|positive|
contribute|positive|positive|
convene|positive|positive|
convince|positive|positive|
cooperate|positive|positive|
coordinate|positive|positive|
correct|positive|positive|
counsel|positive|positive|
court|positive|positive|
crave|positive|positive|
create|positive|positive|
credit|positive|positive|
cuddle|positive|positive|
culminate|positive|positive|
cultivate|positive|positive|
cure|positive|positive|
curtsey|positive|positive|
dance|positive|positive|
dare|positive|positive|
dawn|positive|positive|
daydream|positive|positive|
dazzle|positive|positive|
decipher|positive|positive|
decorate|positive|positive|
dedicate|positive|positive|
defend|positive|positive|
delight|positive|positive|
demystify|positive|positive|
descry|positive|positive|
deserve|positive|positive|
desire|positive|positive|
destine|positive|positive|
devote|positive|positive|
dig|positive|positive|
dignify|positive|positive|
discuss|positive|positive|
distinguish|positive|positive|
disappointed|negative
divine|positive|positive|
donate|positive|positive|
dote|positive|positive|
dream|positive|positive|
ease|positive|positive|
economize|positive|positive|
edify|positive|positive|
elaborate|positive|positive|
elate|positive|positive|
electrify|positive|positive|
elevate|positive|positive|
emancipate|positive|positive|
embellish|positive|positive|
embolden|positive|positive|
embrace|positive|positive|
empower|positive|positive|
enable|positive|positive|
enchant|positive|positive|
encourage|positive|positive|
endear|positive|positive|
endorse|positive|positive|
endow|positive|positive|
endure|positive|positive|
energize|positive|positive|
enhance|positive|positive|
enjoy|positive|positive|
enlighten|positive|positive|
enliven|positive|positive|
ennoble|positive|positive|
enrapture|positive|positive|
enrich|positive|positive|
ensure|positive|positive|
entertain|positive|positive|
enthral|positive|positive|
enthrall|positive|positive|
enthuse|positive|positive|
entice|positive|positive|
entrance|positive|positive|
entreat|positive|positive|
entrust|positive|positive|
envision|positive|positive|
establish|positive|positive|
esteem|positive|positive|
eulogize|positive|positive|
exalt|positive|positive|
exceed|negative|positive|
excel|positive|positive|
excite|positive|positive|
excited|positive|positive|
excuse|positive|positive|
exhilarate|positive|positive|
exonerate|positive|positive|
extol|positive|positive|
extoll|positive|positive|
exult|positive|positive|
facilitate|positive|positive|
familiarize|positive|positive|
fancy|positive|positive|
fucked|negative
fuked|negative
fascinate|positive|positive|
fascinated|positive
fathom|positive|positive|
favor|positive|positive|
favored|positive
feast|positive|positive|
felicitate|positive|positive|
felicitated|positive
flatter|positive|positive|
flattered|positive
forgave|positive|positive|
forgive|positive|positive|
fortify|positive|positive|
foster|neutral|positive|
free|positive|positive|
freed|positive
freeze|negative
freezes|negative
frolic|positive|positive|
fulfill|positive|positive|
fulfilled|positive
gain|positive|positive|
garnish|neutral|positive|
generate|neutral|positive|
give|neutral|positive|VH
gladden|positive|positive|
gleam|positive|positive|
glimmer|positive|positive|
glisten|positive|positive|
glistened|positive
glistening|positive
glitter|positive|positive|
glittered|positive
glorify|positive|positive|
glory|positive|positive|
glow|positive|positive|
gratify|positive|positive|
greet|positive|positive|
groom|positive|positive|
groove|positive|positive|
guarantee|positive|positive|
guide|positive|positive|
gush|positive|positive|
hail|positive|positive|
hanker|positive|positive|
harmonize|positive|positive|
harness|positive|positive|
harnessed|positive
heal|positive|positive|
healed|positive
healing|positive
hearten|positive|positive|
heartened|positive
help|positive|positive|
helped|positive
helping|positive
helps|positive
heroize|positive|positive|
highlight|positive|positive|
honor|positive|positive|
hope|neutral|positive|
hug|positive|positive|
humble|positive|positive|
humor|positive|positive|
idealize|positive|positive|
idolize|positive|positive|
illuminate|positive|positive|
illumine|positive|positive|
impel|positive|positive|
impress|positive|positive|
improve|positive|positive|
improved|positive
improving|positive
improvise|positive|positive|
inaugurate|positive|positive|
inform|positive|positive|
ingratiate|positive|positive|
inherit|positive|positive|
innovate|positive|positive|
insist|positive|positive|
inspire|positive|positive|
intercede|positive|positive|
intercourse|positive|positive|
interest|positive|positive|
interested|positive|positive|
interpose|positive|positive|
invigorate|positive|positive|
invite|positive|positive|
jest|positive|positive|
join|neutral|positive|VH
joke|positive|positive|
jollify|positive|positive|
jubilate|positive|positive|
justify|positive|positive|
kid|positive|positive|
kiss|positive|positive|
lark|positive|positive|
laud|positive|positive|
lavish|positive|positive|
leverage|positive|positive|
liberate|positive|positive|
lighten|positive|positive|
like|positive|positive|
live|neutral|positive|VH
love|positive|positive|
luv|positive
luvin|positive
loved|positive
loving|positive
loves|positive
luxuriate|positive|positive|
magnify|positive|positive|
marry|positive|positive|
marvel|positive|positive|
mate|positive|positive|
mature|positive|positive|
maximize|positive|positive|
mediate|positive|positive|
memorialize|positive|positive|
mend|positive|positive|
merit|positive|positive|
mesh|positive|positive|
mesmerize|positive|positive|
minister|positive|positive|
mobilize|positive|positive|
mollify|positive|positive|
moralize|positive|positive|
motivate|positive|positive|
negotiate|positive|positive|
neutralize|positive|positive|
nominate|positive|positive|
nourish|positive|positive|
nurse|positive|positive|
nurture|positive|positive|
obey|positive|positive|
oblige|positive|positive|
obtain|positive|positive|
obviate|positive|positive|
offer|neutral|positive|
offset|positive|positive|
organize|positive|positive|
outdo|positive|positive|
outlive|positive|positive|
outrun|positive|positive|
outshine|positive|positive|
outsmart|positive|positive|
outstrip|positive|positive|
outwit|positive|positive|
palliate|positive|positive|
pamper|positive|positive|
pardon|positive|positive|
pass|neutral|positive|
pay|neutral|positive|VH
peace|positive|positive|
perfect|positive|positive|
permit|positive|positive|
persevere|positive|positive|
persuade|positive|positive|
placate|positive|positive|
please|neutral|positive|
pleased|positive|positive|
pledge|neutral|positive|
poeticize|positive|positive|
polish|positive|positive|
praise|positive|positive|
prance|positive|positive|
preach|positive|positive|
prefer|positive|positive|
press|positive|positive|
prize|positive|positive|
profess|positive|positive|
proffer|positive|positive|
profit|positive|positive|
progress|positive|positive|
prompt|positive|positive|
prosper|positive|positive|
protect|positive|positive|
provide|positive|positive|
purify|positive|positive|
purr|positive|positive|
qualify|positive|positive|
quench|positive|positive|
quicken|positive|positive|
radiate|positive|positive|
rally|positive|positive|
rapt|positive|positive|
rave|positive|positive|
reap|positive|positive|
reassure|positive|positive|
reclaim|positive|positive|
recline|positive|positive|
recommend|positive|positive|
recommends|positive|positive
recommended|positive|positive
recommending|positive|positive
recompense|positive|positive|
reconcile|positive|positive|
recover|positive|positive|
rectify|positive|positive|
redeem|positive|positive|
reestablish|positive|positive|
refine|positive|positive|
reform|positive|positive|
refresh|positive|positive|
rehabilitate|positive|positive|
reinforce|positive|positive|
reinstate|positive|positive|
rejoice|positive|positive|
relax|positive|positive|
relent|positive|positive|
relieve|positive|positive|
relish|positive|positive|
remodel|positive|positive|
deleted|negative
remunerate|positive|positive|
renovate|positive|positive|
repair|positive|positive|
repay|positive|positive|
repent|positive|positive|
repose|positive|positive|
rescue|positive|positive|
solve|positive
solved|positive
resolve|positive|positive|
resolved|positive
grandfathered|positive
grandfather|positive
blazing|positive
resound|positive|positive|
respect|positive|positive|
restore|positive|positive|
resurrect|positive|positive|
return|neutral|positive|
reunite|positive|positive|
revel|positive|positive|
revere|positive|positive|
revitalize|positive|positive|
revive|positive|positive|
reward|positive|positive|
right|positive|positive|
righten|positive|positive|
ripen|positive|positive|
romanticize|positive|positive|
rouse|positive|positive|
safeguard|positive|positive|
salivate|positive|positive|
salute|positive|positive|
sanctify|positive|positive|
sanction|positive|positive|
satisfy|positive|positive|
save|positive|positive|
savor|positive|positive|
scamper|positive|positive|
sense|positive|positive|
share|positive|positive|
shelter|positive|positive|
shield|positive|positive|
signify|positive|positive|
simplify|positive|positive|
smart|positive|positive|
smile|positive|positive|
smitten|positive|positive|
soften|positive|positive|
solace|positive|positive|
soothe|positive|positive|
sought|positive|positive|
spare|positive|positive|
sparkle|positive|positive|
spellbind|positive|positive|
spellbound|positive|positive|
spur|positive|positive|
stabilize|positive|positive|
stand|neutral|positive|
standardize|positive|positive|
stimulate|positive|positive|
stood|positive|positive|
subscribe|positive|positive|
subsidize|positive|positive|
subsist|positive|positive|
substantiate|positive|positive|
succeed|positive|positive|
sucks|negative
sux|negative
suck|negative
sucking|negative
suffice|positive|positive|
suit|positive|positive|
support|positive|positive|
surmise|positive|positive|
surmount|positive|positive|
surpass|positive|positive|
survive|neutral|positive|
sweeten|positive|positive|
symbolize|positive|positive|
tantalize|positive|positive|
tempt|positive|positive|
terrify|positive|positive|
terrifies|negative
thank|positive|positive|
thrill|positive|positive|
thrive|positive|positive|
tickle|positive|positive|
tingle|positive|positive|
titillate|positive|positive|
toast|positive|positive|
tolerate|positive|positive|
treasure|positive|positive|
triumph|positive|positive|
triumphant|positive|positive|
trippen|negative
tripping|negative
trippin|negative
trump|positive|positive|
trumpet|positive|positive|
trust|positive|positive|
unbosom|positive|positive|
understand|positive|positive|
understate|positive|positive|
understood|positive|positive|
understands|positive
upgrade|positive|positive|
upheld|positive|positive|
uphold|positive|positive|
uplift|positive|positive|
uplifts|positive
urge|positive|positive|
utilize|positive|positive|
value|positive|positive|
vanquish|positive|positive|
venerate|positive|positive|
verify|positive|positive|
wrk|positive
work|positive
worked|positive
working|positive
vindicate|positive|positive|
vindicated|positive
vouch|positive|positive|
vouchsafe|positive|positive|
vow|positive|positive|
want|neutral|positive|VH
warm|positive|positive|
welcome|positive|positive|
wise|positive|positive|
wish|neutral|positive|VH
woo|positive|positive|
worship|positive|positive|
wow|positive|positive|
wows|positive
yearn|positive|positive|
yearned|positive
possessed|negative
destroyed|negative||VH
destroys|negative
destroying|negative
arrested|negative||
